员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP0202,王洁,技术研发部,产品序列,P3,大专,武汉,2023-03-02,2.3,10262,1885,1019,656,13822,1451,705,11666,C,是
EMP0203,朱强,技术研发部,技术序列,P2,本科,上海,2021-09-10,3.8,13386,2388,908,843,17525,1840,1002,14683,B,是
EMP0204,王凯,销售部,运营序列,P6,本科,武汉,2022-10-30,2.7,25482,6368,2581,407,34838,3657,2387,28794,B,否
EMP0205,农春梅,财务部,产品序列,P4,本科,西安,2018-03-25,7.3,16256,4260,2136,559,23211,2437,1456,19318,B,是
EMP0206,任刚,技术研发部,技术序列,P5,本科,广州,2017-09-18,7.8,26123,5597,3335,1162,36217,3802,2497,29918,C,是
EMP0207,唐宁,技术研发部,职能序列,P6,硕士,武汉,2020-03-11,5.3,27460,8939,3538,1377,41314,4337,2905,34072,B,是
EMP0208,黄军,运营部,技术序列,P4,本科,杭州,2024-07-20,0.9,24572,6950,2968,532,35022,3677,2401,28944,A,是
EMP0209,张秀华,技术研发部,运营序列,P3,硕士,上海,2017-10-23,7.7,13850,2219,1044,430,17543,1842,1003,14698,A,是
EMP0210,覃颖,技术研发部,职能序列,P4,本科,西安,2022-01-18,3.5,13444,3305,1831,1275,19855,2084,1188,16583,S,是
EMP0211,李玉梅,人力资源部,技术序列,P2,本科,北京,2024-09-24,0.8,10118,3977,1409,1218,16722,1755,937,14030,B,是
EMP0212,何杨,运营部,技术序列,P4,本科,成都,2021-12-12,3.6,16447,5870,1141,1041,24499,2572,1559,20368,A,是
EMP0213,岳玉华,运营部,职能序列,P2,本科,西安,2016-01-03,9.5,8912,3274,561,1351,14098,1480,727,11891,A,是
EMP0214,黄鑫,技术研发部,产品序列,P4,本科,深圳,2022-09-19,2.8,25496,9164,3762,1515,39937,4193,2794,32950,A,是
EMP0215,段岩,运营部,技术序列,P2,本科,西安,2019-08-20,5.9,8498,2067,1162,523,12250,1286,580,10384,B,是
EMP0216,蒋鑫,技术研发部,销售序列,P2,本科,上海,2021-06-24,4.0,11315,2035,1576,1225,16151,1695,892,13564,B,是
EMP0217,田婷,产品部,技术序列,P2,本科,西安,2016-03-20,9.3,7085,1641,982,1331,11039,1159,483,9397,B,是
EMP0218,李华,运营部,职能序列,P1,博士,西安,2017-04-03,8.2,4365,1743,454,753,7315,768,185,6362,S,是
EMP0219,张丽华,运营部,销售序列,P4,本科,杭州,2020-01-26,5.4,23517,10444,2695,1559,38215,4012,2657,31546,A,是
EMP0220,郑华,销售部,技术序列,P4,硕士,武汉,2025-04-29,0.2,15210,4534,1589,388,21721,2280,1337,18104,B,是
EMP0221,刘伟,运营部,技术序列,P3,本科,成都,2025-01-17,0.5,10030,1533,552,1789,13904,1459,712,11733,B,是
EMP0222,姜敏,财务部,技术序列,P2,大专,广州,2019-06-13,6.1,10793,2072,1344,1649,15858,1665,868,13325,A,是
EMP0223,李红梅,技术研发部,技术序列,P1,本科,北京,2018-09-07,6.8,7728,1905,776,1367,11776,1236,542,9998,A,是
EMP0224,刘秀芳,市场部,技术序列,P1,本科,广州,2016-08-25,8.9,7194,2327,825,917,11263,1182,501,9580,C,是
EMP0225,王龙,产品部,职能序列,P2,本科,西安,2018-09-13,6.8,7256,1251,727,1238,10472,1099,437,8936,B,是
EMP0226,王梅,产品部,技术序列,P6,大专,深圳,2022-05-12,3.1,44465,19253,4410,1617,69745,7323,5179,57243,A,是
EMP0227,李燕,客户服务部,运营序列,P2,硕士,上海,2016-11-18,8.6,11501,2984,772,363,15620,1640,849,13131,A,否
EMP0228,祝桂荣,市场部,销售序列,P3,硕士,成都,2016-12-16,8.5,8803,3730,685,424,13642,1432,691,11519,D,是
EMP0229,杨晶,销售部,销售序列,P2,本科,上海,2024-03-16,1.3,11695,4492,770,1280,18237,1914,1058,15265,B,是
EMP0230,李俊,运营部,运营序列,P2,本科,杭州,2021-06-13,4.1,￥11230,4229,781,1122,17362,1823,988,14551,B,是
EMP0231,姚燕,销售部,技术序列,P3,大专,上海,2025-02-24,0.3,15804,5247,2327,1173,24551,2577,1564,20410,B,是
EMP0232,刘阳,人力资源部,运营序列,P4,大专,北京,2016-10-10,8.7,24592,8312,1606,1705,36215,3802,2497,29916,B,是
EMP0233,邹燕,财务部,运营序列,P2,本科,深圳,2024-07-12,1.0,9803,3346,754,521,14424,1514,753,12157,B,是
EMP0234,邱玉梅,人力资源部,产品序列,P1,硕士,广州,2021-12-21,3.5,6838,2315,745,1304,11202,1176,496,9530,B,是
EMP0235,马玉珍,技术研发部,技术序列,P3,本科,西安,2024-08-02,0.9,9380,2965,1041,1758,15144,1590,811,12743,B,是
EMP0236,陈玉兰,运营部,销售序列,P2,大专,西安,2017-05-30,8.1,8074,3600,528,1208,13410,1408,672,11330,S,是
EMP0237,牟晨,产品部,产品序列,P2,本科,深圳,2017-06-09,8.1,11252,4159,1455,450,17316,1818,985,14513,C,是
EMP0238,刘倩,技术研发部,技术序列,M1,本科,成都,2023-05-26,2.1,19533,7482,2510,465,29990,3148,1999,24843,B,是
EMP0239,吴楠,运营部,产品序列,P4,本科,上海,2021-04-30,4.2,24826,,1830,959,37836,3972,2626,31238,A,是
EMP0240,陈桂荣,技术研发部,产品序列,P4,本科,成都,2022-03-01,3.3,15984,3431,1260,1545,22220,2333,1377,18510,C,是
EMP0241,王旭,客户服务部,销售序列,P3,本科,广州,2017-11-07,7.7,13157,2304,1891,603,17955,1885,1036,15034,C,是
EMP0242,罗龙,客户服务部,职能序列,P3,大专,成都,2018-12-21,6.5,9383,2766,1243,434,13826,1451,706,11669,D,是
EMP0243,龚雪梅,销售部,职能序列,P3,大专,杭州,2021-12-01,3.6,13645,4151,1634,558,19988,2098,1199,16691,C,是
EMP0244,孙秀云,市场部,技术序列,P4,博士,深圳,2022-10-20,2.7,19881,7927,1157,863,29828,3131,1986,24711,D,否
EMP0245,王秀珍,技术研发部,产品序列,P4,本科,广州,2020-09-29,4.8,16911,4788,1552,1578,24829,2607,1586,20636,A,是
EMP0246,石敏,客户服务部,运营序列,P2,大专,广州,2018-05-17,7.1,8891,2856,941,1596,14284,1499,742,12043,C,是
EMP0247,张英,市场部,技术序列,P3,本科,武汉,2022-01-17,3.5,9177,2827,630,1498,14132,1483,730,11919,C,否
EMP0248,杨桂芳,客户服务部,技术序列,P3,大专,广州,2024-06-20,1.0,9747,1573,924,1423,13667,1435,693,11539,A,是
EMP0249,周磊,客户服务部,职能序列,P6,本科,武汉,2024-03-08,1.3,25755,8616,2835,1758,38964,4091,2717,32156,A,是
EMP0250,李帆,销售部,技术序列,P4,硕士,北京,2023-09-26,1.8,23022,9172,1904,965,35063,3681,2405,28977,D,是
EMP0251,王燕,产品部,运营序列,P3,本科,西安,2018-04-03,7.2,8499,1676,1088,1080,12343,1296,587,10460,A,是
EMP0252,张桂英,市场部,技术序列,P2,本科,武汉,2023-12-30,1.5,7614,2499,1020,1523,12656,1328,612,10716,C,是
EMP0253,陈波,销售部,技术序列,P4,本科,深圳,2019-06-30,6.0,26083,8557,2148,1386,38174,4008,2653,31513,S,是
EMP0254,贺东,产品部,技术序列,P2,本科,成都,2020-06-22,5.0,8746,1742,1170,903,12561,1318,604,10639,S,是
EMP0255,郝秀英,技术研发部,销售序列,P3,硕士,武汉,2023-07-14,2.0,12451,2328,751,1229,16759,1759,940,14060,B,是
EMP0256,宁兰英,财务部,销售序列,P2,硕士,广州,2023-04-15,2.2,9746,4327,1303,1335,16711,1754,936,14021,A,是
EMP0257,杜杰,客户服务部,销售序列,P4,大专,深圳,2020-03-09,5.3,24215,6492,1580,1539,33826,3551,2306,27969,B,是
EMP0258,杨桂英,运营部,运营序列,P2,硕士,武汉,2020-11-29,4.6,6939,1514,404,1181,10038,1053,403,8582,B,否
EMP0259,傅阳,财务部,技术序列,P3,本科,武汉,2021-10-20,3.7,9595,1932,1095,503,13125,1378,650,11097,A,是
EMP0260,赵宁,技术研发部,运营序列,P6,博士,广州,2021-01-23,4.4,23025,8065,2237,1737,35064,3681,2405,28978,A,是
EMP0261,李帆,财务部,产品序列,P2,本科,杭州,2017-05-10,8.1,11394,3792,1604,534,17324,1819,985,14520,B,是
EMP0262,曾志强,客户服务部,销售序列,P3,博士,杭州,2018-10-12,6.7,16173,5548,1396,1640,24757,2599,1580,20578,A,否
EMP0263,赵春梅,技术研发部,技术序列,P3,本科,武汉,2018-07-09,7.0,9709,1712,764,1633,13818,1450,705,11663,B,是
EMP0264,王小红,人力资源部,运营序列,P1,本科,杭州,2016-09-19,8.8,7126,2979,713,1429,12247,1285,579,10383,B,是
EMP0265,陈建军,销售部,技术序列,P5,本科,上海,2019-10-16,5.7,28850,7696,2757,1776,41079,4313,2886,33880,A,是
EMP0266,刘刚,运营部,产品序列,P1,博士,广州,2016-03-27,9.3,7175,1750,605,740,10270,1078,421,8771,B,是
EMP0267,毛建军,运营部,职能序列,P3,硕士,上海,2022-08-06,2.9,18000,5196,2148,1180,26524,2785,1721,22018,A,是
EMP0268,浦玉华,运营部,运营序列,P4,大专,深圳,2022-03-18,3.3,16798,4485,2115,1224,24622,2585,1569,20468,A,是
EMP0269,武柳,产品部,产品序列,P4,本科,上海,2018-07-31,6.9,23038,9424,3117,767,36346,3816,2507,30023,A,是
EMP0270,赵玉英,产品部,产品序列,P4,本科,深圳,2022-08-07,2.9,20534,8804,3024,1147,33509,3518,2280,27711,C,是
EMP0271,朱琳,销售部,产品序列,P2,大专,武汉,2018-06-21,7.0,7703,1856,590,994,11143,1170,491,9482,C,是
EMP0272,黄帆,销售部,职能序列,P1,本科,深圳,2016-01-30,9.4,8714,3565,1059,1228,14566,1529,765,12272,C,是
EMP0273,赖娜,销售部,销售序列,P4,本科,深圳,2016-10-17,8.7,20760,7981,1856,1116,31713,3329,2137,26247,B,是
EMP0274,傅敏,销售部,销售序列,P3,硕士,成都,2023-12-09,1.6,10527,4518,1239,1151,17435,1830,994,14611,A,是
EMP0275,兰萍,人力资源部,职能序列,P5,本科,上海,2023-01-28,2.4,30905,6914,3016,1794,42629,4476,3010,35143,B,是
EMP0276,徐俊,人力资源部,技术序列,P5,硕士,成都,2016-08-29,8.8,23802,7690,3555,494,35541,3731,2443,29367,B,是
EMP0277,尚伟,销售部,职能序列,P5,大专,武汉,2018-07-26,6.9,21845,5075,2684,940,30544,3207,2043,25294,D,是
EMP0278,周岩,运营部,产品序列,P3,本科,广州,2016-10-03,8.7,13077,5194,1899,1174,21344,2241,1307,17796,A,是
EMP0279,崔雪梅,运营部,技术序列,P3,本科,上海,2016-05-08,9.2,13441,2037,1794,940,18212,1912,1056,15244,S,是
EMP0280,刘想,销售部,销售序列,P5,本科,广州,2019-09-15,5.8,24322,7769,3412,1662,37165,3902,2573,30690,B,是
EMP0281,覃晶,销售部,技术序列,P3,大专,广州,2016-10-17,8.7,14113,3553,1855,822,20343,2136,1227,16980,C,是
EMP0282,翟杰,产品部,销售序列,P2,本科,深圳,2021-10-06,3.7,11260,2779,1080,1066,16185,1699,894,13592,C,是
EMP0283,蔡桂珍,市场部,运营序列,P6,本科,西安,2018-09-01,6.8,29460,10118,2214,612,42404,4452,2992,34960,B,是
EMP0284,关健,技术研发部,运营序列,P6,本科,上海,2019-02-14,6.4,51751,20982,4503,1706,78942,8288,5915,64739,C,是
EMP0285,袁淑兰,财务部,职能序列,P3,本科,广州,2023-07-03,2.0,14327,4767,745,1271,21110,2216,1288,17606,B,否
EMP0286,韦丽娟,技术研发部,销售序列,P1,本科,西安,2021-06-11,4.1,5521,2241,565,437,8764,920,301,7543,C,是
EMP0287,李文,市场部,运营序列,P3,硕士,杭州,2018-05-27,7.1,12812,2938,1287,486,17523,1839,1001,14683,D,否
EMP0288,谢秀芳,人力资源部,运营序列,P5,硕士,广州,2022-01-17,3.5,17672,5404,1811,474,25361,2662,1628,21071,C,是
EMP0289,萧彬,产品部,技术序列,P6,本科,杭州,2017-06-25,8.0,36007,10267,5307,490,52071,5467,3765,42839,A,是
EMP0290,姚冬梅,财务部,运营序列,P2,本科,上海,2024-02-10,1.4,11136,1709,1571,1184,15600,1638,848,13114,A,是
EMP0291,万雷,技术研发部,技术序列,P1,大专,武汉,2022-05-27,3.1,5862,1858,387,497,8604,903,288,7413,B,是
EMP0292,黄秀荣,技术研发部,职能序列,P6,硕士,成都,2022-06-18,3.0,28169,9815,2447,1063,41494,4356,2919,34219,B,是
EMP0293,王欢,销售部,运营序列,P3,大专,上海,2021-04-20,4.2,15250,4995,1409,566,22220,2333,1377,18510,C,是
EMP0294,李雷,市场部,职能序列,P3,本科,成都,2018-09-22,6.8,8383,3109,721,1439,13652,1433,692,11527,A,是
EMP0295,李峰,技术研发部,技术序列,M1,本科,成都,2024-10-18,0.7,16005,5144,2078,422,23649,2483,1491,19675,A,是
EMP0296,蔡娟,人力资源部,技术序列,P1,本科,上海,2021-04-21,4.2,9028,1534,924,1501,12987,1363,638,10986,B,是
EMP0297,周秀兰,运营部,职能序列,P4,本科,广州,2025-01-20,0.4,21272,3933,2280,1450,28935,3038,1914,23983,A,是
EMP0298,许琴,技术研发部,技术序列,P1,硕士,北京,2020-07-25,4.9,8647,2844,1169,1450,14110,1481,728,11901,B,是
EMP0299,包帅,运营部,技术序列,P3,大专,广州,2018-02-18,7.4,13241,3078,1729,975,19023,1997,1121,15905,B,是
EMP0300,苏洁,技术研发部,技术序列,P5,本科,广州,2017-01-21,8.4,28392,4937,1794,1672,36795,3863,2543,30389,B,是
EMP0301,杨伟,技术研发部,销售序列,P3,大专,武汉,2017-02-01,8.4,9388,2618,1139,550,13695,1437,695,11563,A,是
EMP0302,欧阳鹏,人力资源部,职能序列,M3,大专,深圳,2023-05-23,2.1,64060,20261,5992,1141,91454,9602,6916,74936,C,是
EMP0303,刘建,人力资源部,产品序列,P4,硕士,深圳,2020-10-31,4.7,19352,4811,1537,1024,26724,2806,1737,22181,B,是
EMP0304,李凤英,运营部,技术序列,P3,本科,广州,2019-12-22,5.5,14062,5148,773,1662,21645,2272,1331,18042,C,是
EMP0305,王秀荣,运营部,产品序列,P2,硕士,杭州,2020-09-30,4.8,10156,3484,1002,1166,15808,1659,864,13285,B,是
EMP0306,李鑫,客户服务部,职能序列,P3,本科,武汉,2020-08-10,4.9,10772,2691,921,1776,16160,1696,892,13572,A,是
EMP0307,唐洁,人力资源部,职能序列,P3,大专,成都,2021年03月27日,4.3,9658,3635,725,405,14423,1514,753,12156,A,是
EMP0308,陈龙,产品部,技术序列,P1,硕士,西安,2024-03-05,1.3,5923,2041,707,889,9560,1003,364,8193,S,是
EMP0309,郑岩,销售部,技术序列,P3,本科,深圳,2016-08-09,8.9,19177,6543,2434,1529,29683,3116,1974,24593,B,是
EMP0310,钟杰,产品部,技术序列,P3,硕士,广州,2023-07-21,1.9,11199,3539,834,939,16511,1733,920,13858,A,是
EMP0311,尹楠,市场部,职能序列,P4,本科,武汉,2023-04-30,2.2,13812,2118,758,1020,17708,1859,1016,14833,B,是
EMP0312,尹坤,技术研发部,职能序列,P4,硕士,北京,2023-03-31,2.3,23125,8300,3118,512,35055,3680,2404,28971,B,否
EMP0313,顾淑兰,技术研发部,技术序列,P4,大专,杭州,2017-02-07,8.4,20683,5435,1054,1483,28655,3008,1892,23755,A,是
EMP0314,卢鹏,客户服务部,技术序列,P1,本科,上海,2016-09-05,8.8,7966,3447,1144,1339,13896,1459,711,11726,A,是
EMP0315,位娜,销售部,技术序列,P2,硕士,广州,2020-07-07,5.0,6144,2429,692,735,10000,1050,400,8550,B,是
EMP0316,周华,运营部,销售序列,P4,硕士,武汉,2024-03-01,1.3,16748,5465,1376,616,24205,2541,1536,20128,C,是
EMP0317,杨桂香,市场部,技术序列,P3,硕士,广州,2019-10-21,5.7,13902,3137,1037,1644,19720,2070,1177,16473,A,是
EMP0318,张建国,技术研发部,职能序列,P1,硕士,西安,2024-12-23,0.5,4318,911,219,1287,6735,707,138,5890,A,是
EMP0319,王桂兰,技术研发部,运营序列,P5,硕士,成都,2017-03-23,8.3,19765,4983,1453,759,26960,2830,1756,22374,D,是
EMP0320,陈伟,产品部,产品序列,P5,本科,杭州,2018-10-15,6.7,32437,9503,2068,521,44529,4675,3162,36692,S,是
EMP0321,王磊,人力资源部,技术序列,P3,本科,深圳,2018-02-23,7.4,18005,4299,2002,1017,25323,2658,1625,21040,D,是
EMP0322,沈红梅,运营部,技术序列,P1,本科,深圳,2018-02-18,7.4,9190,2798,612,1439,14039,1474,723,11842,S,是
EMP0323,徐波,运营部,运营序列,P5,本科,深圳,2022-01-05,3.5,30031,5994,3089,1052,40166,4217,2813,33136,C,是
EMP0324,吕桂香,产品部,职能序列,P4,本科,西安,2021-01-11,4.5,14179,6285,1545,535,22544,2367,1403,18774,A,是
EMP0325,马倩,客户服务部,职能序列,P5,本科,上海,2017-07-28,7.9,31221,5694,2491,870,40276,4228,2822,33226,C,是
EMP0326,李建,运营部,运营序列,P5,本科,武汉,2020-09-24,4.8,23616,10145,1263,1475,36499,3832,2519,30148,A,是
EMP0327,张平,财务部,技术序列,P5,本科,杭州,2018-01-21,7.4,24430,10360,1312,763,36865,3870,2549,30446,B,是
EMP0328,殷云,财务部,销售序列,P3,本科,杭州,2019-02-14,6.4,12330,3792,648,1178,17948,1884,1035,15029,A,是
EMP0329,阎婷,市场部,职能序列,P2,本科,深圳,2021-03-09,4.3,12569,4618,1557,1448,20192,2120,1215,16857,A,是
EMP0330,王洋,产品部,技术序列,P4,本科,深圳,2018-10-20,6.7,21126,5932,1728,1573,30359,3187,2028,25144,B,是
EMP0331,田莹,产品部,销售序列,P4,硕士,成都,2016-11-04,8.7,17201,5831,2229,1556,26817,2815,1745,22257,B,是
EMP0332,宋秀珍,运营部,运营序列,P4,本科,西安,2020-12-20,4.5,12908,3255,1202,1682,19047,1999,1123,15925,C,是
EMP0333,李坤,技术研发部,运营序列,P2,本科,北京,2025-01-22,0.4,11796,2835,1124,1616,17371,1823,989,14559,B,是
EMP0334,刘小红,技术研发部,职能序列,P2,本科,北京,2022-03-04,3.3,10560,3415,1069,1440,16484,1730,918,13836,C,是
EMP0335,张玉英,技术研发部,销售序列,P6,本科,广州,2017-02-05,8.4,34330,10279,4164,353,49126,5158,3530,40438,B,是
EMP0336,周瑞,技术研发部,职能序列,P4,大专,广州,2016-07-26,8.9,14510,4699,1122,1547,21878,2297,1350,18231,D,是
EMP0337,莫兰英,销售部,技术序列,P6,本科,杭州,2023年04月25日,2.2,34599,8165,2150,1647,46561,4888,3324,38349,C,是
EMP0338,蒋丹,运营部,产品序列,P5,本科,杭州,2022-01-23,3.4,22594,5876,2386,1720,32576,3420,2206,26950,B,否
EMP0339,王杰,市场部,销售序列,P4,大专,上海,2025-05-17,0.1,23788,4166,1967,847,30768,3230,2061,25477,C,是
EMP0340,门建,技术研发部,技术序列,P4,本科,上海,2016-03-01,9.3,23848,3951,2247,359,30405,3192,2032,25181,C,是
EMP0341,张慧,人力资源部,产品序列,P6,硕士,北京,2017-01-17,8.5,34666,7835,3976,669,47146,4950,3371,38825,A,是
EMP0342,郭兵,市场部,产品序列,P4,硕士,西安,2024-06-13,1.0,16287,2805,1619,859,21570,2264,1325,17981,B,是
EMP0343,李娜,技术研发部,产品序列,P4,本科,广州,2018-08-26,6.9,22926,4152,2568,1739,31385,3295,2110,25980,A,是
EMP0344,郭秀梅,市场部,运营序列,P2,大专,北京,2017-11-12,7.6,11940,4702,1246,932,18820,1976,1105,15739,C,是
EMP0345,王帅,市场部,销售序列,P3,本科,西安,2020-07-22,4.9,9359,1512,1160,995,13026,1367,642,11017,A,是
EMP0346,欧秀华,财务部,技术序列,P4,本科,北京,2021-06-12,4.1,30125,10473,3632,1018,45248,4751,3219,37278,A,是
EMP0347,张秀云,运营部,技术序列,P2,硕士,广州,2021-05-25,4.1,7836,1816,810,312,10774,1131,461,9182,B,是
EMP0348,宋伟,技术研发部,技术序列,P2,本科,武汉,2018-05-25,7.1,7618,3134,898,671,12321,1293,585,10443,B,是
EMP0349,吴凤英,市场部,销售序列,P3,硕士,上海,2020-06-30,5.0,16201,4787,2225,593,23806,2499,1504,19803,C,是
EMP0350,张佳,运营部,职能序列,P2,大专,成都,2016-08-28,8.8,9047,2186,843,1459,13535,1421,682,11432,D,是
EMP0351,宋颖,人力资源部,技术序列,P2,博士,成都,2017-11-05,7.7,8126,2480,741,1646,12993,1364,639,10990,B,是
EMP0352,秦淑珍,销售部,销售序列,P3,本科,成都,2020-04-01,5.3,10022,2651,1267,1120,15060,1581,804,12675,A,是
EMP0353,邰岩,运营部,销售序列,P6,硕士,广州,2016-01-09,9.5,30384,9701,3289,442,43816,4600,3105,36111,B,是
EMP0354,刘勇,技术研发部,销售序列,P3,本科,深圳,2020-05-18,5.1,14710,2711,839,590,18850,1979,1108,15763,B,是
EMP0355,姜志强,技术研发部,销售序列,P2,本科,深圳,2018-12-22,6.5,9855,4425,1371,1596,17247,1810,979,14458,B,是
EMP0356,苏丽娟,运营部,技术序列,P1,本科,深圳,2024-10-16,0.7,8307,2306,440,362,11415,1198,513,9704,A,是
EMP0357,朱宁,技术研发部,职能序列,P4,本科,杭州,2024-10-20,0.7,17620,4483,2199,487,24789,2602,1583,20604,B,是
EMP0358,唐倩,财务部,运营序列,P3,硕士,上海,2021-02-06,4.4,13016,4725,1638,1386,20765,2180,1261,17324,B,是
EMP0359,匡艳,客户服务部,销售序列,P5,硕士,上海,2019-03-14,6.3,36497,9458,5303,740,51998,5459,3759,42780,B,是
EMP0360,翟桂兰,财务部,职能序列,P4,硕士,武汉,2020-09-28,4.8,13540,5415,750,1070,20775,2181,1262,17332,B,是
EMP0361,李佳,市场部,职能序列,P5,本科,武汉,2023-10-24,1.7,17634,5048,1934,1159,25775,2706,1662,21407,C,是
EMP0362,邓丹,运营部,职能序列,P2,硕士,杭州,2024-03-11,1.3,9773,3575,906,1229,15483,1625,838,13020,B,是
EMP0363,何明,市场部,技术序列,P4,大专,北京,2024-10-13,0.7,22684,4133,1884,998,29699,3118,1975,24606,A,是
EMP0364,胡桂兰,人力资源部,运营序列,P2,本科,西安,2022-03-26,3.3,5857,2365,345,622,9189,964,335,7890,C,是
EMP0365,曾洁,客户服务部,销售序列,P7,本科,武汉,2023-06-04,2.1,39928,14801,4242,1057,60028,6302,4402,49324,B,是
EMP0366,刘岩,市场部,销售序列,P4,本科,成都,2024-01-21,1.4,12905,2755,1263,938,17861,1875,1028,14958,A,是
EMP0367,桂春梅,客户服务部,技术序列,P3,本科,深圳,2021-06-16,4.0,18489,3579,1117,1777,24962,2621,1596,20745,B,是
EMP0368,戚帆,销售部,技术序列,P2,本科,成都,2017-09-26,7.8,8279,2027,921,964,12191,1280,575,10336,B,是
EMP0369,宁明,技术研发部,技术序列,P2,本科,深圳,2018-02-16,7.4,10672,4725,1321,1462,18180,1908,1054,15218,C,是
EMP0370,潘桂芝,技术研发部,职能序列,P4,硕士,成都,2019-04-30,6.2,13440,3051,1703,1521,19715,2070,1177,16468,B,是
